,SMILES,TUBB,SCScore,QED
70,CC(=O)OC(C1=C([C@H](C[C@]([C@H]([C@H]2[C@@](C(=O)[O-])(C)[C@H](C[C@H]3OC[C@@]23OC(C)=O)O)OC(=O)C4=CC=CC=C4)(O)C1(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C)=O,2888.265366390494,4.6,0.109
71,CC(=O)OC(C1=C([C@H](C[C@]([C@H]([C@H]2[C@@](C(=O)[O-])(C)[C@H](C[C@H]3OC[C@@]23OC(C)=O)O)OC(=O)C4=CC=CC=C4)(O)C1(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C)O,2888.265366390494,4.464,0.067
72,CC(=O)OC1C2=C(C(C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)=O)C,480.3625033449782,3.253,0.38
73,CC(=O)OC1C2=C(C(C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)O)C,480.3625033449782,3.645,0.258
74,CC(=O)OC1C2=C(C(OC[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)=O)C,287.44909363982424,3.756,0.366
75,CC(=O)OC1C2=C(C)OC(C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)=O,576.1875239907151,3.66,0.369
76,CC(=O)OC1C2=C([C@H](CC(O)(C2(C)C)OC([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,53.06587976195838,4.485,0.17
77,CC(=O)OC1C2=C([C@H](C[C@](C(OC3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,58.49444696299628,4.307,0.17
78,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,67.82240949948758,4.565,0.152
79,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,59.746549392699414,4.624,0.131
80,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,115.1045196244331,4.318,0.144
81,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,90.09811994516635,4.48,0.125
82,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,57.75670404443613,4.241,0.202
83,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,72.35546203435356,4.549,0.175
84,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,40.73039242109336,4.505,0.152
85,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C,40.73039242109336,3.824,0.187
86,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C,40.73039242109336,4.173,0.186
87,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,40.73039242109336,4.417,0.172
88,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)O)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,37.73481040326425,4.652,0.131
89,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)O)(O)C2(C)C)OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C,37.73481040326425,3.942,0.158
90,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C,37.73481040326425,4.317,0.158
91,CC(=O)OC1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,37.73481040326425,4.659,0.147
92,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@@H](C(C(=O)O1)C)[C@]3(OC(C)=O)CO[C@@H]3CC(=O)[O-])OC(=O)C4=CC=CC=C4)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,373.04574003238014,4.461,0.127
93,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3C(C(=O)O1)(C)OC(C[C@H]4OC[C@@]34OC(C)=O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,102.95481797694518,4.474,0.15
94,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC([C@@]34OC(C)=O)O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,266.2292541367782,4.465,0.099
95,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OCC34O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,161.57778594922667,4.365,0.105
96,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,166.4098420888066,4.543,0.096
97,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)C(C6=CC=CC=C6)O)C,166.4098420888066,4.009,0.152
98,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C6=CC=CC=C6)C,166.4098420888066,4.252,0.152
99,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,166.4098420888066,4.562,0.114
100,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC(C34O)O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,42.48585866416439,4.575,0.103
101,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,64.0402105568102,4.574,0.13
102,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,145.87198773504628,4.272,0.099
103,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)C(C6=CC=CC=C6)O)C,145.87198773504628,3.832,0.145
104,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C6=CC=CC=C6)C,145.87198773504628,4.069,0.145
105,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,145.87198773504628,4.415,0.112
106,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,208.13360611556962,4.341,0.105
107,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)C(C6=CC=CC=C6)O)C,208.13360611556962,3.645,0.156
108,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C6=CC=CC=C6)C,208.13360611556962,3.919,0.156
109,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,208.13360611556962,4.423,0.119
110,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)C(C6=CC=CC=C6)O)C,105.8706318625229,3.866,0.152
111,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)[C@@H](N)C6=CC=CC=C6)C,105.8706318625229,4.137,0.152
112,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,105.8706318625229,4.531,0.114
113,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)CC(N)(C6=CC=CC=C6)O)C,105.8706318625229,3.538,0.131
114,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)C(C6=CC=CC=C6)=O)C,105.8706318625229,3.904,0.116
115,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)C(C6=CC=CC=C6)O)C,105.8706318625229,3.945,0.172
116,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C6=CC=CC=C6)C,105.8706318625229,4.353,0.172
117,CC(=O)OC1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,105.8706318625229,4.512,0.129
118,CC(=O)OC1C2C(C(C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)O)C,399.45082077982227,3.401,0.334
119,CC(=O)OC1C2C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,65.6278424961206,4.54,0.223
120,CC(=O)OC1C2C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,128.25721862983025,4.719,0.191
121,CC(=O)OC1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,196.76471454639187,4.749,0.15
122,CC(=O)OC1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,320.19952609476996,4.378,0.145
123,CC(=O)OC1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,234.97221042098212,4.499,0.155
124,CC(=O)OC1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,307.7251516510499,4.748,0.15
125,CC(=O)OC1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)C(C6=CC=CC=C6)O)C,307.7251516510499,4.1,0.223
126,CC(=O)OC1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C6=CC=CC=C6)C,307.7251516510499,4.446,0.223
127,CC(=O)OC1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,307.7251516510499,4.721,0.169
128,CC(=O)O[C@@H](C(=O)[C@@]1(C)C([C@]2(OC(C)=O)CO[C@@H]2C[C@@H]1O)O)C3=C([C@H](C[C@](C([O-])=O)(O)C3(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C,2862.9628960200307,3.955,0.108
129,CC(=O)O[C@H]1C(=O)C(C)([C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC(=O)[O-])O,1164.1668903989264,4.325,0.108
130,CC(=O)O[C@H]1C(=O)C(C)[C@H](C(=O)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C3=CC=CC=C3)C4=CC=CC=C4)C(C)=C1C2(C)C)[C@]5(OC(C)=O)CO[C@@H]5CC(=O)[O-],1457.6567936493025,3.915,0.165
131,CC(=O)O[C@H]1C(=O)C(C)[C@H](C([C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C3=CC=CC=C3)C4=CC=CC=C4)C(C)=C1C2(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5CC(=O)[O-],286.95527762413275,4.251,0.141
132,CC(=O)O[C@H]1C(=O)C(C)[C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC(=O)[O-],125.47177104400686,4.105,0.109
133,CC(=O)O[C@H]1C(=O)C(C)[C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)[C@]5(OC(C)=O)CO[C@@H]5CC(=O)[O-],5734.698495512991,3.74,0.166
134,CC(=O)O[C@H]1C(=O)C(C)[C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C4=CC=CC=C4)C(C)=C1C3(C)C)[C@]5(OC(C)=O)CO[C@@H]5CC(=O)[O-],3986.2101284037926,4.07,0.166
135,CC(=O)O[C@H]1C(=O)C(C)[C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)C6(CO[C@@H]6CC(=O)[O-])O,2900.6149550581436,4.236,0.116
136,CC(=O)O[C@H]1C(=O)C(C)[C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)C(O[C@@H]6CC(=O)[O-])O,2900.6149550581436,4.589,0.109
137,CC(=O)O[C@H]1C(=O)C(C)[C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC(=O)[O-],2900.6149550581436,4.409,0.127
